STRNAME,SURFACE,FEDAID,COND_2019,COND_2021,COND_2022,COND_2023,COND_2024,COND_2025
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
Dix Ave,Asphalt,Yes,Fair,Poor,Poor,Poor,Poor,Poor
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
Dix Ave,Asphalt,Yes,Fair,Poor,Poor,Poor,Poor,Good
Dix Ave,Asphalt,Yes,Fair,Poor,Poor,Poor,Poor,Good
Dix Ave,Asphalt,Yes,Fair,Poor,Poor,Poor,Poor,Good
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
Dix Ave,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Poor
Dix Ave,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Dix Ave,Asphalt,Yes,Fair,Poor,Poor,Poor,Poor,Poor
Dix Ave,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Good
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
Dix Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
Dix Service Drive,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dix Service Drive,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dix St,Asphalt,Yes,Fair,Poor,Fair,Fair,Fair,Fair
Dix St,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
Dix St,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
Dix St,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
Dix St,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
Dix St,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
Dix St,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
Dix St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Dix St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Dix St,Asphalt,Yes,Fair,Fair,Poor,Poor,Poor,Poor
Dix St,Asphalt,Yes,Fair,Fair,Poor,Poor,Poor,Poor
Dix St,Asphalt,Yes,Fair,Poor,Poor,Poor,Poor,Poor
Dix St,Asphalt,Yes,Fair,Fair,Poor,Poor,Poor,Poor
Dix St,Asphalt,Yes,Fair,Fair,Poor,Poor,Poor,Poor
Dix St,Asphalt,Yes,Fair,Fair,Poor,Poor,Poor,Poor
Dix St,Asphalt,Yes,Fair,Poor,Poor,Poor,Fair,Fair
Dix St,Asphalt,Yes,Poor,Poor,Good,Good,Fair,Fair
Dix Toledo Hwy,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
Dix Toledo Hwy,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
Dix Toledo Hwy,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Poor
Dix Toledo Hwy,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
Dix Toledo Hwy,Asphalt,Yes,Poor,Poor,Poor,Good,Good,Poor
Dix Toledo Hwy,Concrete,Yes,Good,Good,Good,Good,Good,Good
Dix Toledo Hwy,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Dix Toledo Hwy,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Dix Toledo Hwy,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Dix Toledo Hwy,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Dix Toledo Hwy,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Dix Toledo Hwy,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Dix Toledo Hwy,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
Dix Toledo Hwy,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Dix Toledo Hwy,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
Dix Toledo Hwy,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Poor
Dix Toledo Hwy,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Poor
Dix Toledo Hwy,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Poor
Dix Toledo Hwy,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Poor
Dix Toledo Hwy,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Poor
Dix Toledo Hwy,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Poor
Dix Toledo Hwy,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Poor
Dix Toledo Hwy,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Poor
Dix Toledo Hwy,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Poor
Dix Toledo Hwy,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Poor
Dix Toledo Hwy,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Fair
Dix Toledo Hwy,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Poor
Dix Toledo Hwy,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Fair
Dix Toledo Hwy,Concrete,Yes,Good,Good,Good,Good,Good,Good
Dix Toledo Hwy,Concrete,Yes,Good,Good,Good,Good,Good,Good
Dix Toledo Hwy,Concrete,Yes,Fair,Good,Good,Good,Good,Good
Dix Toledo Hwy,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Dix Toledo Hwy,Asphalt,Yes,Fair,Poor,Poor,Poor,Poor,Poor
Dix Toledo Hwy,Asphalt,Yes,Fair,Poor,Poor,Poor,Poor,Good
Dix Toledo Hwy,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Dix Toledo Hwy,Asphalt,Yes,Fair,Poor,Poor,Poor,Poor,Poor
Dix Toledo Hwy,Asphalt,Yes,Fair,Poor,Poor,Poor,Poor,Poor
Dix Toledo Hwy,Asphalt,Yes,Good,Poor,Poor,Poor,Poor,Poor
Dix Toledo Hwy,Concrete,Yes,Good,Poor,Poor,Poor,Poor,Good
Dix Toledo Hwy,Concrete,Yes,Good,Poor,Poor,Poor,Poor,Good
Dix Toledo Hwy,Concrete,Yes,Good,Good,Good,Good,Good,Good
Dix Toledo Hwy,Concrete,Yes,Good,Good,Good,Good,Good,Good
Dix Toledo Hwy,Concrete,Yes,Good,Good,Good,Good,Good,Good
Dix Toledo Hwy,Concrete,Yes,Good,Good,Good,Good,Good,Good
Dix Toledo Hwy,Concrete,Yes,Good,Fair,Fair,Good,Good,Good
Dix Toledo Hwy,Concrete,Yes,Good,Fair,Fair,Good,Good,Good
Dix Toledo Hwy,Concrete,Yes,Good,Good,Good,Good,Good,Good
Dix Toledo Hwy,Concrete,Yes,Good,Good,Good,Good,Good,Good
Dix Toledo Hwy,Concrete,Yes,Good,Good,Good,Good,Good,Good
Dix Toledo Hwy,Concrete,Yes,Good,Good,Good,Good,Good,Good
Dix Toledo Hwy,Concrete,Yes,Good,Good,Good,Good,Good,Good
Dix Toledo/Allen RAMP,Asphalt,Yes,Poor,Fair,Fair,Poor,Poor,Poor
Dix Toledo/N I 75 RAMP (022B),Concrete,Yes,Good,Fair,Fair,Good,Good,Fair
Dix Toledo/N I 75 RAMP (022B),Concrete,Yes,Good,Fair,Fair,Good,Good,Fair
Dix Toledo/Northline RAMP,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Fair
Dix Toledo/S I 75 RAMP (022D),Concrete,Yes,Fair,Good,Good,Good,Good,Fair
Dix/N I 75 RAMP (026C),Concrete,Yes,Fair,Good,Good,Fair,Fair,Fair
Dix/S I 75 RAMP (026E),Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
Dixford Ave,Concrete,No,Fair,Poor,Poor,Poor,Poor,Poor
Dixford Ave,Concrete,No,Fair,Poor,Poor,Poor,Poor,Poor
Dixie Ln,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Dixie Ln,Concrete,No,Fair,Fair,Poor,Poor,Poor,Poor
Dixie Ln,Concrete,No,Fair,Fair,Fair,Fair,Fair,Poor
Dixie Ln,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dixie Manor Rd,Concrete,No,Fair,Fair,Fair,Fair,Poor,Poor
Dixie St,Asphalt,No,Poor,Fair,Fair,Fair,Fair,Fair
Dixie St,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Dixie St,Concrete,No,Fair,Poor,Poor,Poor,Poor,Poor
Dixie St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Dixie St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Dixie St,Concrete,No,Fair,Poor,Poor,Poor,Poor,Poor
Dixie St,Concrete,No,Poor,Fair,Fair,Fair,Fair,Fair
Dixie St,Concrete,No,Poor,Fair,Fair,Fair,Fair,Fair
Dixie St,Concrete,No,Poor,Fair,Fair,Fair,Fair,Fair
Dixie St,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dobel St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dobel St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dobel St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Docksey Ave,Gravel,No,Good,Good,Good,Good,Good,Good
Docksey Ave,Gravel,No,Good,Good,Good,Good,Good,Good
Dodge St,Asphalt,No,Poor,Poor,Poor,Poor,Good,Good
Dogwood Ct,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dogwood Ct,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dogwood Dr,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dogwood Dr,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Doheny Dr,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Dolan Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Good
Dolan Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Good
Dolan Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Good
Dolores Dr,Asphalt,No,Poor,Poor,Poor,Poor,Good,Good
Dolores Dr,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dolores Dr,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dolores Dr,Concrete,No,Poor,Poor,Poor,Poor,Good,Good
Dolphin Ave,Asphalt,No,Poor,Fair,Fair,Fair,Fair,Fair
Dolphin Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Dolphin Ave,Concrete,No,Fair,Poor,Poor,Poor,Poor,Poor
Dolphin Ave,Concrete,No,Fair,Poor,Poor,Poor,Poor,Fair
Dolphin Ct,Gravel,No,Poor,Poor,Poor,Poor,Poor,Poor
Dolphin St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dolphin St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dolphin St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dolphin St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Dolphin St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Dolphin St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Dolphin St,Asphalt,No,Poor,Poor,Poor,Poor,Good,Good
Dolphin St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Dolson St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dolson St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Domine St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Domine St,Asphalt,No,Poor,Poor,Poor,Poor,Good,Good
Dominion Blvd,Asphalt,No,Fair,Fair,Fair,Fair,Poor,Poor
Dominion Blvd,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dominion Blvd,Asphalt,No,Fair,Fair,Fair,Fair,Poor,Poor
Dominion Blvd,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Dominion Ct,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Donald Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Donald Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Donald Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Donald Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Donald Ave,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Donald Ave,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Donald Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Donald Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Donald Ave,Concrete,No,Good,Good,Good,Good,Fair,Fair
Donald Ave,Concrete,No,Good,Good,Good,Good,Fair,Fair
Donald Ave,Concrete,No,Good,Good,Good,Good,Good,Good
Donald Ave,Concrete,No,Good,Good,Good,Good,Good,Good
Donald Ave,Asphalt,No,Good,Good,Good,Good,Good,Good
Donald Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Donald Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Donald Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Donald Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Donald Ave,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Donald Ave,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Donald Ct,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Donald Pl,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Donald St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Donald St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Donald St,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Donaldson,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Donaldson,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Donaldson,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Donaldson,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Donaldson,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Donaldson,Concrete,No,Good,Good,Good,Good,Good,Good
Doncaster Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Doncaster Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Doncaster Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Doncaster Ct,Concrete,No,Fair,Fair,Fair,Fair,Poor,Poor
Donegal Ct,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Donna Ave,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Donna Ave,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Donna Rd,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Donna Rd,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Donna Rd,Concrete,No,Fair,Poor,Poor,Poor,Poor,Poor
Donna Rd,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Donna Rd,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Donnelly Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Donnelly Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Donnelly Ave,Asphalt,No,Poor,Good,Good,Good,Good,Good
Donnelly Ave,Asphalt,No,Poor,Good,Good,Good,Good,Good
Donnelly Ave,Asphalt,No,Poor,Good,Good,Good,Good,Good
Donnelly Ct,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Donnelly Rd,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Donnelly Rd,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dora Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dora Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dora Ave,Gravel,No,Poor,Poor,Poor,Poor,Poor,Poor
Dora Ct,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dorais Ave,Asphalt,No,Poor,Poor,Poor,Poor,Good,Good
Dorais Ave,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dorchester Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Dorchester Ave,Concrete,No,Poor,Good,Good,Good,Good,Good
Dorchester Cir,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dorchester Cir,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dorchester Cir,Concrete,No,Fair,Fair,Fair,Fair,Good,Good
Dorchester Ct,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Dorchester Dr,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dorchester Dr,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dorchester St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Doremus St,Asphalt,No,Poor,Poor,Poor,Poor,Good,Good
Doremus St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Doremus St,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Dorian Dr,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Dorian Dr,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Dorian Dr,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Doris Ave,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Doris Ave,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Doris Ave,Asphalt,No,Poor,Poor,Poor,Poor,Good,Good
Doris Ave,Asphalt,No,Poor,Poor,Poor,Poor,Good,Good
Doris Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Doris Ave,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Doris Ave,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Doris Ct,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Doris Ln,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Doris Ln,Concrete,No,Poor,Poor,Poor,Poor,Good,Good
Doris Ln,Concrete,No,Poor,Poor,Poor,Poor,Good,Good
Doris St,Asphalt,No,Fair,Fair,Fair,Fair,Good,Good
Doris St,Asphalt,No,Fair,Fair,Fair,Fair,Good,Good
Doris St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dorothy Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dorothy Ave,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Dorothy Dr,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dorothy Dr,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dorothy Dr,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dorr Ave,Concrete,No,Fair,Poor,Poor,Poor,Poor,Poor
Dorsey Rd,Asphalt,No,Fair,Poor,Poor,Poor,Poor,Poor
Dorsey Rd,Asphalt,No,Fair,Poor,Poor,Poor,Poor,Poor
Dorsey Rd,Asphalt,No,Fair,Poor,Poor,Poor,Poor,Poor
Dorsey Rd,Asphalt,No,Poor,Fair,Fair,Fair,Fair,Fair
Dorsey Rd,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Dorthen Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Doubletree Rd,Concrete,No,Fair,Fair,Fair,Fair,Poor,Poor
Doubletree Rd,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Douglas Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Douglas Ave,Concrete,No,Poor,Fair,Fair,Fair,Fair,Fair
Douglas Ave,Concrete,No,Poor,Fair,Fair,Fair,Fair,Fair
Douglas Ct,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Douglas Dr,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Douglas Dr,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Douglas MacArthur Brg,Concrete,Yes,Fair,Fair,Fair,Good,Good,Fair
Douglas MacArthur Brg,Concrete,Yes,Fair,Fair,Fair,Good,Good,Good
Douglas MacArthur Brg,Concrete,Yes,Fair,Fair,Fair,Good,Good,Good
Douglas Rd,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dover,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dover Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dover Ave,Concrete,No,Poor,Fair,Poor,Poor,Poor,Fair
Dover Ave,Concrete,No,Fair,Poor,Fair,Fair,Fair,Fair
Dover Ave,Concrete,No,Fair,Poor,Fair,Fair,Fair,Fair
Dover Ave,Concrete,No,Fair,Poor,Fair,Fair,Fair,Fair
Dover Ave,Asphalt,No,Poor,Good,Good,Good,Good,Good
Dover Ave,Asphalt,No,Poor,Good,Good,Good,Good,Good
Dover Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Dover Ave,Concrete,No,Poor,Fair,Fair,Fair,Fair,Fair
Dover Ave,Concrete,No,Poor,Fair,Fair,Fair,Fair,Fair
Dover Ave,Concrete,No,Poor,Good,Good,Good,Good,Good
Dover Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dover Ave,Asphalt,No,Poor,Poor,Poor,Poor,Good,Good
Dover Ave,Asphalt,No,Poor,Poor,Poor,Poor,Good,Good
Dover Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Dover Ave,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dover Ave,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dover Ave,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dover Ave,Concrete,No,Poor,Poor,Poor,Poor,Good,Good
Dover Crescent Ct,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dover Ct,Concrete,No,Poor,Poor,Poor,Poor,Good,Good
Dover Dr,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dover Dr,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dover Dr,Concrete,No,Poor,Fair,Fair,Fair,Fair,Fair
Dover St,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Dover St,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Dover St,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Dover St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Dover St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Dover St,Concrete,No,Fair,Poor,Poor,Poor,Poor,Poor
Dover St,Concrete,No,Poor,Fair,Fair,Fair,Fair,Fair
Dover St,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dover St,Concrete,No,Poor,Fair,Fair,Fair,Fair,Fair
Dover St,Concrete,No,Poor,Fair,Fair,Fair,Fair,Fair
Dover St,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dover St,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dover St,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dover St,Concrete,No,Good,Fair,Fair,Fair,Fair,Fair
Dover St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dover St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dover St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dover St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Dover St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Dover St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Dover St,Asphalt,No,Poor,Poor,Poor,Poor,Good,Good
Dover St,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dover St,Concrete,No,Poor,Poor,Poor,Poor,Good,Good
Dovetail Dr,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Dovetail Dr,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Dow St,Asphalt,No,Poor,Fair,Fair,Fair,Fair,Fair
Dow St,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Dow St,Asphalt,No,Poor,Fair,Fair,Fair,Fair,Fair
Dow St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Dow St,Concrete,No,Poor,Fair,Fair,Fair,Fair,Fair
Dowling Ave,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dowling Ave,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dowling Ct,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dowling Ct,Concrete,No,Fair,Poor,Poor,Poor,Poor,Poor
Downing Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Downing St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Downing St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Downing St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Downing St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Downing St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Doxtator,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Doxtator,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Doxtator,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Doxtator,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Doxtator,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Doxtator,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Doxtator,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Doxtator,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Doxtator,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Doxtator,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Doxtator,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Doxtator Ave,Concrete,No,Fair,Fair,Poor,Poor,Poor,Poor
Doxtator Ave,Concrete,No,Fair,Fair,Poor,Poor,Poor,Poor
Doxtator Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Poor
Doxtator Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Poor
Doxtator Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Fair
