STRNAME,SURFACE,FEDAID,COND_2019,COND_2021,COND_2022,COND_2023,COND_2024,COND_2025
Doxtator Ave,Concrete,No,Good,Fair,Fair,Fair,Fair,Fair
Doxtator Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Fair
Doyle Ct,Asphalt,No,Poor,Poor,Poor,Fair,Fair,Fair
Doyle Ct,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Doyle Pl E,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Doyle Pl E,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Doyle Pl W,Concrete,No,Poor,Poor,Poor,Fair,Fair,Fair
Doyle St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Doyle St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dragoon Ct,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Dragoon St,Asphalt,Yes,Poor,Good,Good,Good,Fair,Fair
Dragoon St,Asphalt,Yes,Poor,Poor,Poor,Poor,Fair,Fair
Dragoon St,Asphalt,Yes,Poor,Poor,Poor,Poor,Fair,Fair
Dragoon St,Asphalt,Yes,Poor,Poor,Poor,Poor,Fair,Fair
Dragoon St,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
Dragoon St,Asphalt,Yes,Fair,Poor,Fair,Fair,Fair,Fair
Dragoon St,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
Dragoon/N I 75 RAMP (032B),Concrete,Yes,Fair,Fair,Fair,Good,Good,Good
Drake Rd,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Drawbridge,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Drennan St,Asphalt,No,Good,Good,Fair,Fair,Fair,Fair
Dreschfield Ave,Gravel,No,Good,Good,Good,Good,Good,Good
Dreschfield Ave,Gravel,No,Good,Good,Good,Good,Good,Good
Dreschfield Ave,Gravel,No,Good,Good,Good,Good,Good,Good
Dresden St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dresden St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dresden St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dresden St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Dresden St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Dresden St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Dresden St,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Drexel,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Drexel,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Drexel,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Drexel,Concrete,No,Good,Good,Good,Good,Good,Good
Drexel,Concrete,No,Good,Good,Good,Good,Good,Good
Drexel Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Drexel Ave,Concrete,No,Fair,Poor,Fair,Fair,Fair,Poor
Drexel Ave,Concrete,No,Poor,Poor,Fair,Fair,Fair,Poor
Drexel Ave,Concrete,No,Poor,Poor,Fair,Fair,Fair,Poor
Drexel Ave,Concrete,No,Fair,Poor,Poor,Poor,Poor,Fair
Drexel Ave,Concrete,No,Fair,Poor,Fair,Fair,Fair,Fair
Drexel Ave,Concrete,No,Fair,Poor,Fair,Fair,Fair,Fair
Drexel Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Fair
Drexel Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Fair
Drexel Ave,Concrete,No,Fair,Poor,Fair,Fair,Fair,Fair
Drexel Rd,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Drexel St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Drexel St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Drexel St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Drexel St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Drexel St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Drexel St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Drexel St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Drifton St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Drifton St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Driftwood Ct,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Driggs St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Driscoll Ave,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Driscoll Ave,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Driscoll Ave,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Driscoll Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Driscoll Ave,Concrete,No,Good,Good,Good,Good,Good,Good
Drouillard Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Drouillard Ave,Concrete,No,Poor,Fair,Fair,Fair,Fair,Fair
Drury Ln,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Drury Ln,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Dryden Ct,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Duane St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dubay St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dubois St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dubois St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dubois St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dubois St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Dubois St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Dubois St,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dubois St,Asphalt,No,Good,Good,Good,Good,Good,Good
Dubuar St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dubuar St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
DuCharme Pl,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Duchess Dr,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Duchess St,Asphalt,No,Poor,Poor,Poor,Poor,Good,Good
Duchess St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Duchess St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Duchess St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Duchess St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Dudley,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dudley,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dudley,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dudley Ave,Gravel,No,Fair,Fair,Fair,Fair,Fair,Fair
Dudley Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Poor
Dudley Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Fair
Dudley Ave,Concrete,No,Fair,Fair,Poor,Poor,Poor,Fair
Dudley Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dudley Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dudley Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dudley Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dudley Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dudley Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Good
Dudley Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Fair
Dudley Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Fair
Dudley Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Fair
Dudley Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Fair
Dudley Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dudley Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dudley Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dudley Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dudley Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dudley Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dudley Ave,Concrete,No,Good,Good,Good,Good,Good,Fair
Dudley Ave,Concrete,No,Good,Good,Good,Good,Good,Fair
Dugan Dr,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dumbarton Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dumbarton Ave,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Duncan Ave,Gravel,No,Good,Good,Good,Good,Good,Good
Duncan Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Duncan Ave,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Poor
Duncan Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Fair
Duncan Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Fair
Duncan Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Duncan Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Duncan Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Duncan Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Duncan Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Duncan Ave,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Good
Duncan Ave,Concrete,Yes,Fair,Good,Good,Poor,Poor,Poor
Duncan Ave,Concrete,Yes,Fair,Good,Good,Poor,Poor,Fair
Duncan Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Duncan Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Duncan Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Duncan Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Duncan Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Duncan Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Duncan Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Duncan Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Duncan Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
Dundalk Ct,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dundalk Ln,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dundalk Ln,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dundalk Ln,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dundee Ct,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dundee Dr,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dundee Rd,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dundee Rd,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Dundee St,Asphalt,No,Fair,Fair,Fair,Fair,Poor,Poor
Dunedin St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dunedin St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dunedin St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dunhill Way St,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Dunhill Way St,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Dunlap Ave,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dunlap Ave,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dunn Rd,Gravel,No,Good,Good,Good,Good,Good,Good
Dunn Rd,Gravel,No,Good,Good,Good,Good,Good,Good
Dunn St,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dunning,Concrete,No,Good,Good,Good,Good,Good,Good
Dunning Ave,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Dunning Ave,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
Dunston Rd,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dunston Rd,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dunstone St,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Dunswood Ct,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dunswood Dr,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dupage Blvd,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dupage Blvd,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Fair
Dupage Blvd,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Fair
Dupage Blvd,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Good
Dupage Blvd,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Good
Dupage Blvd,Concrete,No,Poor,Poor,Poor,Poor,Poor,Fair
Dupage Blvd,Concrete,No,Poor,Poor,Poor,Poor,Poor,Fair
Dupage Blvd,Concrete,No,Poor,Poor,Poor,Poor,Poor,Good
Duplex Ave,Concrete,No,Fair,Poor,Poor,Poor,Poor,Poor
Duprey Ave,Asphalt,No,Fair,Fair,Fair,Poor,Poor,Poor
Duprey Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Duprey Ave,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Duprey Ave,Concrete,No,Fair,Fair,Fair,Poor,Poor,Poor
Duprey Ave,Concrete,No,Poor,Poor,Poor,Fair,Fair,Fair
Duprey Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Duprey Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Duprey Ave,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Duprey Ave,Concrete,No,Fair,Fair,Fair,Good,Good,Good
Duprey St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Duprey St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Duprey St,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Durand Ct,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Durand St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Durand St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Durham Dr,Concrete,No,Fair,Fair,Fair,Fair,Fair,Fair
Durham St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Duval Rd,Asphalt,No,Poor,Poor,Fair,Fair,Fair,Fair
Duval Rd,Concrete,No,Poor,Poor,Fair,Fair,Fair,Fair
Duval Rd S,Concrete,No,Poor,Poor,Fair,Fair,Fair,Fair
Duxbury,Asphalt,No,Good,Good,Good,Good,Good,Good
Duxbury Ct,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Duxbury Ct,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Dwight Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dwight Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dwight Dr,Concrete,No,Fair,Poor,Poor,Poor,Poor,Poor
Dwight Dr,Concrete,No,Fair,Poor,Poor,Poor,Poor,Fair
Dwight St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dwight St,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dwyer St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dwyer St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dwyer St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dwyer St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dwyer St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Dwyer St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Dwyer St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
Dwyer St,Asphalt,No,Poor,Poor,Poor,Poor,Good,Good
Dwyer St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Dwyer St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
Dwyer St,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dwyer St,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
Dyar Ln,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Poor
Dyar St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dyar St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
Dyar St,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
E 6 Mile/E I 96 RAMP (100F),Concrete,Yes,Good,Good,Good,Good,Poor,Poor
E 6 Mile/E I 96 RAMP (100F),Concrete,Yes,Good,Good,Good,Good,Good,Good
E 6 Mile/W I 96 RAMP (100B),Concrete,Yes,Good,Fair,Good,Good,Good,Good
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Good,Good
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Good,Good
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Good,Good
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Good,Good
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Poor,Poor,Good,Good
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Poor,Poor,Good,Good
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Poor,Poor,Good,Good
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Poor,Poor,Good,Good
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Fair,Fair,Good,Good
E 7 Mile Rd,Concrete,Yes,Good,Good,Fair,Fair,Good,Good
E 7 Mile Rd,Concrete,Yes,Good,Good,Fair,Fair,Good,Good
E 7 Mile Rd,Concrete,Yes,Good,Good,Fair,Fair,Good,Good
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Good,Good
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Good,Good
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Poor
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Poor
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Poor
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Good
E 7 Mile Rd,Asphalt,Yes,Good,Poor,Poor,Fair,Fair,Good
E 7 Mile Rd,Asphalt,Yes,Good,Good,Good,Fair,Fair,Good
E 7 Mile Rd,Asphalt,Yes,Good,Good,Good,Fair,Fair,Good
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Poor
E 7 Mile Rd,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Poor
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Poor
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
E 7 Mile Rd,Asphalt,Yes,Poor,Good,Good,Poor,Poor,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Good,Good,Poor,Poor,Fair
E 7 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
