OBJECTID,FENAME,FETYPE,NFC,LegalSystem,Nhs,FedAid,COUNTYL,COUNTYR,SEMMCDL,SEMMCDR,COMMUNITYL,COUNTYNAMEL,COMMUNITYR,COUNTYNAMER,VER,lenmi,Shape__Length
1,,,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.41511,2192.346402
2,,,0,0,0,No,163,163,1075,1075,Grosse Pointe Park,Wayne,Grosse Pointe Park,Wayne,22,0.0248,130.9889521
20,,,7,3,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.59208,3127.104573
23,,,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.56755,2997.236304
24,,,7,5,0,No,163,163,1055,1055,Gibraltar,Wayne,Gibraltar,Wayne,22,0.04718,249.202334
25,,,7,5,0,No,163,163,1110,1110,Inkster,Wayne,Inkster,Wayne,22,0.18262,964.517344
26,,,7,5,0,No,163,163,1155,1155,River Rouge,Wayne,River Rouge,Wayne,22,0.02841,150.0406066
27,,,7,5,0,No,163,163,1190,1190,Trenton,Wayne,Trenton,Wayne,22,0.04063,214.6112918
73,10th,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.06484,342.4391987
79,10th,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.41842,2209.815733
80,10th,St,7,5,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,1.25988,6653.972952
81,10th,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,1.33616,7056.936628
138,11th,St,7,4,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.51034,2695.367886
139,11th,St,7,5,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,1.09932,5806.015871
140,11th,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,1.3215,6979.540539
178,12th,St,5,4,0,Yes,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.9818,5185.416081
181,12th,St,7,4,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.77855,4111.872842
182,12th,St,7,4,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.64541,3408.768624
184,12th,St,7,5,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.19918,1051.971992
185,12th,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.19694,1040.123014
191,12th/N I 75,Ramp,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.24831,1311.403125
192,12th/S I 75 CD,Ramp,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.16364,864.2348032
214,13th,St,7,4,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.49054,2590.829342
216,13th,St,7,5,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.91578,4836.6366
217,13th,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,1.02501,5413.58833
256,14th,St,3,4,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.36275,7197.058114
257,14th,St,4,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,3.91158,20657.969
258,14th,St,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.3476,1835.767413
260,14th,St,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.31918,1685.691697
262,14th,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.45791,2418.276333
263,14th,St,7,5,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.57975,3061.934071
264,14th,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,1.28621,6793.191836
269,14th/E I 94,Ramp,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.07399,390.75436
274,15th,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,2.54594,13445.86117
275,15th,St,7,5,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.79593,4203.664166
276,15th,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,2.46782,13033.83054
291,16th,St,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.12872,679.8029821
292,16th,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,2.63946,13939.68422
293,16th,St,7,5,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.68677,3627.172891
294,16th,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,1.58713,8382.479153
302,17th,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.09185,485.0899188
304,17th,St,7,4,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.99715,5266.545614
305,17th,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.74118,9195.636579
306,17th,St,7,5,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.78804,4161.995895
307,17th,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,1.54021,8134.675764
319,18th,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.10788,569.729501
321,18th,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.72301,9099.69852
322,18th,St,7,5,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.78314,4136.091856
323,18th,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,1.97486,10430.29541
329,19th,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.05506,290.8026067
330,19th,St,7,4,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.77556,4096.095028
331,19th,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.02822,149.0358258
332,19th,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,1.71831,9075.281858
335,1st,St,0,0,0,No,163,163,1015,1015,Brownstown Twp,Wayne,Brownstown Twp,Wayne,22,0.06942,366.6654062
336,1st,St,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.02235,118.0206706
337,1st,St,0,0,0,No,163,163,1030,1030,Dearborn Heights,Wayne,Dearborn Heights,Wayne,22,0.19596,1034.959052
338,1st,St,0,0,0,No,163,163,1045,1045,Flat Rock (Wayne),Wayne,Flat Rock (Wayne),Wayne,22,0.13045,688.9988597
339,1st,St,0,0,0,No,163,163,1115,1115,Lincoln Park,Wayne,Lincoln Park,Wayne,22,0.04539,239.7185981
340,1st,St,0,0,0,No,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,0.04634,244.7596858
341,1st,St,0,0,0,No,163,163,1180,1180,Sumpter Twp,Wayne,Sumpter Twp,Wayne,22,0.15266,806.3107207
342,1st,St,0,0,0,No,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,0.21216,1120.525867
351,1st,St,4,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.39502,2086.176917
356,1st,St,7,3,0,No,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,0.06018,317.8458186
365,1st,St,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.16529,872.966551
366,1st,St,7,4,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.2206,1165.104178
375,1st,St,7,5,0,No,163,163,1010,1010,Belleville,Wayne,Belleville,Wayne,22,0.06439,340.0776977
376,1st,St,7,5,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.26919,1421.70463
377,1st,St,7,5,0,No,163,163,1130,1130,Northville (Wayne),Wayne,Northville (Wayne),Wayne,22,0.18101,956.0141478
378,1st,St,7,5,0,No,163,163,1205,1205,Wayne,Wayne,Wayne,Wayne,22,0.29676,1567.430806
379,1st,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.86361,4561.203562
401,20th,St,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.50867,2686.41378
402,20th,St,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.06454,340.8606879
403,20th,St,7,4,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.98559,5205.432841
405,20th,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,1.26656,6689.43257
417,21st,St,5,5,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.16702,882.0961514
418,21st,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.25711,1357.858485
419,21st,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,2.01897,10663.26171
422,21st/N I 75,,5,7,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.01668,88.09970809
430,22nd,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.15887,839.0487012
431,22nd,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,2.18125,11520.43028
445,23rd,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.32402,1711.202526
447,23rd,St,7,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.0529,279.3801071
448,23rd,St,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.5743,3033.116245
449,23rd,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.42479,7524.660821
450,23rd,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,2.44627,12920.087
460,24th,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.13993,739.0084574
464,24th,St,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.51269,7988.942707
466,24th,St,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.81911,4325.965101
467,24th,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.32875,1736.207365
479,25th,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,2.25929,11931.93347
517,28th,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.51261,7988.518936
524,29th,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.55697,2941.510744
526,2nd,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.02409,127.2058391
527,2nd,St,0,0,0,No,163,163,1015,1015,Brownstown Twp,Wayne,Brownstown Twp,Wayne,22,0.15269,806.485128
528,2nd,St,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.03773,199.2851248
529,2nd,St,0,0,0,No,163,163,1030,1030,Dearborn Heights,Wayne,Dearborn Heights,Wayne,22,0.17344,916.010337
530,2nd,St,0,0,0,No,163,163,1045,1045,Flat Rock (Wayne),Wayne,Flat Rock (Wayne),Wayne,22,0.03699,195.3518895
531,2nd,St,0,0,0,No,163,163,1115,1115,Lincoln Park,Wayne,Lincoln Park,Wayne,22,0.04736,250.1166048
532,2nd,St,0,0,0,No,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,0.04635,244.8185489
533,2nd,St,0,0,0,No,163,163,1180,1180,Sumpter Twp,Wayne,Sumpter Twp,Wayne,22,0.08936,472.005788
534,2nd,St,0,0,0,No,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,0.21847,1153.865962
545,2nd,Ave,4,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.95826,5060.799787
546,2nd,Ave,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,2.15923,11403.41514
547,2nd,Blvd,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.03165,5448.327513
548,2nd,St,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.48402,2556.215851
549,2nd,Ave,5,4,0,Yes,163,163,1100,1100,Highland Park,Wayne,Highland Park,Wayne,22,0.05658,298.7959161
550,2nd,St,5,4,0,Yes,163,163,1205,1205,Wayne,Wayne,Wayne,Wayne,22,1.0005,5284.233461
551,2nd,St,5,4,0,Yes,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.68518,3618.801734
554,2nd,Ave,5,5,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.09418,497.394356
563,2nd,Blvd,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.03253,171.7988166
564,2nd,St,7,4,0,No,163,163,1010,1010,Belleville,Wayne,Belleville,Wayne,22,0.20916,1104.746623
565,2nd,St,7,4,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.20455,1080.357742
566,2nd,Ave,7,4,0,No,163,163,1100,1100,Highland Park,Wayne,Highland Park,Wayne,22,1.94216,10256.96466
567,2nd,St,7,4,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.89552,4729.714707
576,2nd,St,7,5,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.25117,1326.534869
577,2nd,St,7,5,0,No,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.48181,2544.74723
578,2nd,St,7,5,0,No,163,163,1205,1205,Wayne,Wayne,Wayne,Wayne,22,0.36872,1947.426843
579,2nd,Ave,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.00931,49.16938172
580,2nd,St,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.49064,2591.378353
581,2nd,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.44605,2355.864427
604,2nd/Fisher Cutoff,,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.04456,235.3226347
609,30th,St,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.14932,788.5845477
610,30th,St,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.4748,2507.574013
611,30th,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.8066,4259.910823
613,30th/E I 94,Ramp,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.14379,759.3778838
614,30th/W I 94,Ramp,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.17459,922.0855756
621,31st,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.99541,5257.032859
631,32nd,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.03055,161.3471378
634,32nd,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.97527,5150.655579
646,33rd,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.00057,5284.28987
655,35th,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.75115,3967.077206
661,3rd,St,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.03806,201.0222992
662,3rd,St,0,0,0,No,163,163,1030,1030,Dearborn Heights,Wayne,Dearborn Heights,Wayne,22,0.12818,676.9881785
663,3rd,St,0,0,0,No,163,163,1115,1115,Lincoln Park,Wayne,Lincoln Park,Wayne,22,0.04697,248.0621796
664,3rd,St,0,0,0,No,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,0.04631,244.5929499
665,3rd,St,0,0,0,No,163,163,1180,1180,Sumpter Twp,Wayne,Sumpter Twp,Wayne,22,0.16026,846.4869287
666,3rd,St,0,0,0,No,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,0.21838,1153.387468
667,3rd,St,0,0,0,No,163,163,1200,1200,Van Buren Twp,Wayne,Van Buren Twp,Wayne,22,0.56103,2963.200778
668,3rd,St,0,0,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.0257,135.7129429
677,3rd,St,4,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,3.27164,17278.37216
680,3rd,St,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.82009,9612.355853
681,3rd,St,5,4,0,Yes,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,1.26604,6686.660315
686,3rd,St,7,3,0,No,163,163,1060,1060,Grosse Ile Twp,Wayne,Grosse Ile Twp,Wayne,22,0.0928,490.1528811
692,3rd,St,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.03433,181.2834129
693,3rd,St,7,4,0,No,163,163,1010,1010,Belleville,Wayne,Belleville,Wayne,22,0.20853,1101.419113
694,3rd,St,7,4,0,No,163,163,1100,1100,Highland Park,Wayne,Highland Park,Wayne,22,2.05937,10875.95706
695,3rd,St,7,4,0,No,163,163,1190,1190,Trenton,Wayne,Trenton,Wayne,22,0.36631,1934.690263
700,3rd,St,7,5,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.48577,2565.593131
701,3rd,St,7,5,0,No,163,163,1190,1190,Trenton,Wayne,Trenton,Wayne,22,0.59037,3118.147903
702,3rd,St,7,5,0,No,163,163,1205,1205,Wayne,Wayne,Wayne,Wayne,22,0.73751,3895.264158
703,3rd,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.56192,2967.76113
718,3rd St,Turn,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.02606,137.5836315
721,4th,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.10261,541.9037401
722,4th,St,0,0,0,No,163,163,1010,1010,Belleville,Wayne,Belleville,Wayne,22,0.03125,165.0552793
723,4th,St,0,0,0,No,163,163,1030,1030,Dearborn Heights,Wayne,Dearborn Heights,Wayne,22,0.13334,704.228874
724,4th,St,0,0,0,No,163,163,1060,1060,Grosse Ile Twp,Wayne,Grosse Ile Twp,Wayne,22,0.066,348.6112684
725,4th,St,0,0,0,No,163,163,1115,1115,Lincoln Park,Wayne,Lincoln Park,Wayne,22,0.04763,251.5775278
726,4th,St,0,0,0,No,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,0.04631,244.5808503
727,4th,St,0,0,0,No,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,0.21885,1155.881631
728,4th,St,0,0,0,No,163,163,1200,1200,Van Buren Twp,Wayne,Van Buren Twp,Wayne,22,0.16362,864.2168342
729,4th,St,0,0,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.02553,134.8436135
736,4th,St,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.20873,1102.354272
737,4th,St,5,4,0,Yes,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.97562,5152.769645
740,4th,St,7,3,0,No,163,163,1060,1060,Grosse Ile Twp,Wayne,Grosse Ile Twp,Wayne,22,0.0928,490.1528222
742,4th,St,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.50585,2671.497453
743,4th,St,7,4,0,No,163,163,1010,1010,Belleville,Wayne,Belleville,Wayne,22,0.04706,248.5547414
744,4th,St,7,4,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.37557,1983.588481
745,4th,St,7,4,0,No,163,163,1190,1190,Trenton,Wayne,Trenton,Wayne,22,0.36689,1937.773072
746,4th,St,7,4,0,No,163,163,1205,1205,Wayne,Wayne,Wayne,Wayne,22,0.32117,1696.318934
747,4th,St,7,4,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.47133,2489.359822
752,4th,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.5149,2719.292773
753,4th,St,7,5,0,No,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,1.0245,5411.007743
754,4th,St,7,5,0,No,163,163,1190,1190,Trenton,Wayne,Trenton,Wayne,22,0.50316,2657.482045
755,4th,St,7,5,0,No,163,163,1205,1205,Wayne,Wayne,Wayne,Wayne,22,0.81772,4318.863681
756,4th,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.91612,4838.462594
772,5 Mile,Rd,4,2,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.02601,137.3312348
773,5 Mile,Rd,4,2,0,Yes,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,6.97997,36864.3559
774,5 Mile,Rd,4,2,0,Yes,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,0.31462,1661.641991
775,5 Mile,Rd,4,2,0,Yes,163,163,1135,1145,Northville Twp,Wayne,Plymouth Twp,Wayne,22,3.47124,18333.40309
776,5 Mile,Rd,4,2,0,Yes,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.36731,1939.974587
777,5 Mile,Rd,4,2,0,Yes,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,2.0095,10612.96732
778,5 Mile,Rd,5,2,0,Yes,163,163,1135,1145,Northville Twp,Wayne,Plymouth Twp,Wayne,22,2.01857,10661.20507
781,5 Mile Service Drive,,7,3,0,No,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,0.89763,4740.714762
782,5 Mile Service Drive,,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.59253,3129.422009
783,51st,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.2396,1265.429623
784,52nd,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.26837,1417.372173
785,5th,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.05595,295.5061079
786,5th,St,0,0,0,No,163,163,1115,1115,Lincoln Park,Wayne,Lincoln Park,Wayne,22,0.01585,83.69726779
787,5th,St,0,0,0,No,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,0.0463,244.5509186
788,5th,St,0,0,0,No,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,0.21997,1161.808499
792,5th,St,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.07018,370.5946573
794,5th,St,5,7,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.0689,363.8850767
795,5th,Ave,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.31699,1674.252486
796,5th,St,7,3,0,No,163,163,1060,1060,Grosse Ile Twp,Wayne,Grosse Ile Twp,Wayne,22,0.0928,490.1527001
798,5th,St,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.36933,1950.526736
799,5th,St,7,4,0,No,163,163,1010,1010,Belleville,Wayne,Belleville,Wayne,22,0.06399,337.9607563
800,5th,St,7,4,0,No,163,163,1190,1190,Trenton,Wayne,Trenton,Wayne,22,0.36731,1940.012194
801,5th,St,7,4,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,1.13011,5968.744964
807,5th,St,7,5,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,1.15031,6075.329782
808,5th,St,7,5,0,No,163,163,1190,1190,Trenton,Wayne,Trenton,Wayne,22,0.18112,956.6139084
809,5th,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,1.10703,5846.771012
822,5th Avenue,Ct,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.10697,564.9747051
823,6 Mile,Rd,3,2,1,Yes,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,6.44108,34018.08689
824,6 Mile,Rd,3,2,1,Yes,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,1.47991,7815.957162
825,6 Mile,Rd,4,2,0,Yes,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.27979,1477.68467
826,6 Mile,Rd,4,2,0,Yes,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,4.04702,21374.37835
827,6 Mile,Rd,5,2,0,Yes,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,2.01769,10656.50587
833,6 Mile Rd,Turn,3,2,1,Yes,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.16652,879.4436021
834,6 Mile Service Drive,,7,3,0,No,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,0.62027,3275.835794
835,6 Mile Service Drive,,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,2.04398,10795.23089
840,6th,St,0,0,0,No,163,163,1115,1115,Lincoln Park,Wayne,Lincoln Park,Wayne,22,0.02033,107.3927075
841,6th,St,0,0,0,No,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,0.0463,244.5151265
843,6th,St,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.4285,2263.020284
847,6th,St,7,3,0,No,163,163,1060,1060,Grosse Ile Twp,Wayne,Grosse Ile Twp,Wayne,22,0.0928,490.1528006
850,6th,St,7,4,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,1.79319,9470.759483
854,6th,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.18505,977.2810245
855,6th,St,7,5,0,No,163,163,1040,1040,Ecorse,Wayne,Ecorse,Wayne,22,0.86599,4573.708734
856,6th,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.8919,4710.604279
867,7 Mile,Rd,3,2,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,10.58296,55891.14712
868,7 Mile,Rd,3,2,1,Yes,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,5.67177,29954.9729
869,7 Mile,Rd,3,2,1,Yes,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,1.47809,7806.316764
870,7 Mile,Rd,3,4,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,7.02107,37079.05356
871,7 Mile,Rd,4,2,0,Yes,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.30552,1613.581552
872,7 Mile,Rd,4,2,0,Yes,163,163,1130,1130,Northville (Wayne),Wayne,Northville (Wayne),Wayne,22,0.42326,2235.453604
873,7 Mile,Rd,4,2,0,Yes,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,2.94786,15569.06881
874,7 Mile,Rd,5,2,0,Yes,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,2.01801,10658.16635
